sLongitude, sLatitude
9.392918, 53.979630
9.393043, 53.979469
9.393167, 53.979309
9.393293, 53.979145
9.393420, 53.978989
9.393554, 53.978825
9.393682, 53.978664
9.393810, 53.978504
9.393938, 53.978344
9.394065, 53.978184
9.394189, 53.978024
9.394314, 53.977867
9.394443, 53.977707
9.394569, 53.977547
9.394695, 53.977386
9.394819, 53.977226
9.394944, 53.977066
9.395069, 53.976906
9.395193, 53.976746
9.395318, 53.976585
9.395444, 53.976421
9.395569, 53.976261
9.395693, 53.976101
9.395817, 53.975937
9.395941, 53.975777
9.396066, 53.975616
9.396193, 53.975456
9.396319, 53.975292
9.396446, 53.975132
9.396570, 53.974972
9.396692, 53.974812
9.396816, 53.974651
9.396941, 53.974487
9.397066, 53.974323
9.397195, 53.974159
9.397325, 53.973999
9.397451, 53.973835
9.397577, 53.973675
9.397701, 53.973511
9.397826, 53.973351
9.397951, 53.973186
9.398079, 53.973022
9.398208, 53.972858
9.398339, 53.972691
9.398467, 53.972530
9.398593, 53.972366
9.398717, 53.972202
9.398840, 53.972042
9.398962, 53.971882
9.399079, 53.971729
9.399191, 53.971581
9.399297, 53.971439
9.399400, 53.971306
9.399504, 53.971169
9.399607, 53.971035
9.399710, 53.970901
9.399813, 53.970768
9.399916, 53.970634
9.400021, 53.970501
9.400123, 53.970371
9.400222, 53.970242
9.400318, 53.970112
9.400414, 53.969986
9.400507, 53.969860
9.400602, 53.969738
9.400700, 53.969612
9.400796, 53.969482
9.400890, 53.969357
9.400984, 53.969231
9.401076, 53.969105
9.401164, 53.968979
9.401249, 53.968853
9.401333, 53.968727
9.401416, 53.968605
9.401501, 53.968479
9.401586, 53.968357
9.401672, 53.968231
9.401760, 53.968109
9.401848, 53.967987
9.401936, 53.967865
9.402021, 53.967743
9.402102, 53.967621
9.402184, 53.967503
9.402267, 53.967381
9.402350, 53.967258
9.402435, 53.967136
9.402522, 53.967014
9.402610, 53.966892
9.402699, 53.966770
9.402790, 53.966652
9.402886, 53.966534
9.402987, 53.966419
9.403100, 53.966305
9.403223, 53.966194
9.403353, 53.966087
9.403491, 53.965988
9.403637, 53.965889
9.403788, 53.965797
9.403944, 53.965710
9.404105, 53.965626
9.404274, 53.965549
9.404448, 53.965477
9.404630, 53.965412
9.404818, 53.965351
9.405009, 53.965294
9.405207, 53.965244
9.405406, 53.965195
9.405606, 53.965153
9.405808, 53.965111
9.406013, 53.965069
9.406216, 53.965027
9.406415, 53.964973
9.406610, 53.964916
9.406799, 53.964855
9.406981, 53.964787
9.407156, 53.964710
9.407322, 53.964626
9.407480, 53.964539
9.407630, 53.964447
9.407773, 53.964352
9.407907, 53.964249
9.408034, 53.964142
9.408151, 53.964031
9.408253, 53.963921
9.408342, 53.963802
9.408415, 53.963680
9.408482, 53.963558
9.408545, 53.963432
9.408606, 53.963306
9.408664, 53.963184
9.408724, 53.963058
9.408787, 53.962936
9.408853, 53.962814
9.408922, 53.962692
9.408998, 53.962574
9.409081, 53.962456
9.409169, 53.962341
9.409264, 53.962227
9.409363, 53.962112
9.409469, 53.962002
9.409580, 53.961895
9.409699, 53.961788
9.409825, 53.961685
9.409956, 53.961586
9.410091, 53.961487
9.410231, 53.961391
9.410373, 53.961300
9.410521, 53.961208
9.410671, 53.961117
9.410824, 53.961025
9.410977, 53.960934
9.411130, 53.960846
9.411283, 53.960754
9.411438, 53.960663
9.411592, 53.960575
9.411745, 53.960484
9.411897, 53.960392
9.412045, 53.960300
9.412190, 53.960205
9.412332, 53.960110
9.412469, 53.960011
9.412602, 53.959911
9.412734, 53.959808
9.412863, 53.959705
9.412988, 53.959595
9.413109, 53.959484
9.413222, 53.959377
9.413331, 53.959267
9.413440, 53.959156
9.413550, 53.959042
9.413663, 53.958920
9.413771, 53.958797
9.413875, 53.958672
9.413977, 53.958538
9.414075, 53.958408
9.414167, 53.958275
9.414260, 53.958141
9.414352, 53.958008
9.414443, 53.957867
9.414532, 53.957726
9.414614, 53.957577
9.414683, 53.957424
9.414742, 53.957264
9.414791, 53.957100
9.414833, 53.956936
9.414865, 53.956768
9.414886, 53.956596
9.414893, 53.956417
9.414886, 53.956234
9.414867, 53.956047
9.414837, 53.955856
9.414801, 53.955662
9.414767, 53.955456
9.414742, 53.955250
9.414741, 53.955036
9.414763, 53.954826
9.414808, 53.954613
9.414872, 53.954403
9.414953, 53.954193
9.415049, 53.953987
9.415154, 53.953785
9.415268, 53.953583
9.415394, 53.953381
9.415528, 53.953178
9.415667, 53.952976
9.415809, 53.952778
9.415955, 53.952583
9.416102, 53.952385
9.416252, 53.952190
9.416404, 53.951992
9.416558, 53.951794
9.416714, 53.951595
9.416871, 53.951397
9.417025, 53.951199
9.417177, 53.951004
9.417328, 53.950806
9.417478, 53.950611
9.417625, 53.950413
9.417772, 53.950218
9.417917, 53.950020
9.418060, 53.949825
9.418204, 53.949627
9.418344, 53.949429
9.418480, 53.949226
9.418608, 53.949024
9.418725, 53.948818
9.418827, 53.948612
9.418913, 53.948414
9.418976, 53.948215
9.419012, 53.948029
9.419029, 53.947853
9.419024, 53.947685
9.419001, 53.947525
9.418959, 53.947376
9.418898, 53.947227
9.418821, 53.947086
9.418733, 53.946949
9.418634, 53.946819
9.418526, 53.946697
9.418406, 53.946583
9.418276, 53.946480
9.418143, 53.946381
9.418012, 53.946285
9.417882, 53.946190
9.417760, 53.946095
9.417652, 53.945992
9.417558, 53.945889
9.417479, 53.945778
9.417417, 53.945660
9.417371, 53.945541
9.417330, 53.945423
9.417289, 53.945305
9.417245, 53.945187
9.417198, 53.945068
9.417150, 53.944950
9.417099, 53.944836
9.417049, 53.944717
9.416998, 53.944599
9.416946, 53.944481
9.416894, 53.944359
9.416842, 53.944241
9.416793, 53.944118
9.416745, 53.943996
9.416702, 53.943874
9.416667, 53.943752
9.416645, 53.943634
9.416636, 53.943512
9.416638, 53.943390
9.416655, 53.943264
9.416677, 53.943142
9.416708, 53.943024
9.416751, 53.942902
9.416807, 53.942783
9.416877, 53.942669
9.416957, 53.942554
9.417047, 53.942444
9.417149, 53.942337
9.417262, 53.942234
9.417388, 53.942135
9.417526, 53.942043
9.417677, 53.941956
9.417839, 53.941879
9.418011, 53.941811
9.418188, 53.941742
9.418365, 53.941677
9.418545, 53.941612
9.418724, 53.941547
9.418903, 53.941483
9.419081, 53.941418
9.419257, 53.941349
9.419435, 53.941284
9.419611, 53.941219
9.419787, 53.941154
9.419966, 53.941090
9.420143, 53.941025
9.420321, 53.940956
9.420498, 53.940891
9.420671, 53.940823
9.420845, 53.940750
9.421016, 53.940678
9.421185, 53.940601
9.421350, 53.940525
9.421510, 53.940441
9.421665, 53.940357
9.421815, 53.940266
9.421962, 53.940174
9.422103, 53.940079
9.422235, 53.939976
9.422359, 53.939873
9.422472, 53.939762
9.422581, 53.939651
9.422688, 53.939541
9.422791, 53.939426
9.422890, 53.939312
9.422988, 53.939194
9.423083, 53.939079
9.423176, 53.938961
9.423267, 53.938843
9.423360, 53.938728
9.423452, 53.938610
9.423544, 53.938496
9.423635, 53.938381
9.423719, 53.938263
9.423797, 53.938145
9.423858, 53.938026
9.423905, 53.937901
9.423944, 53.937775
9.423982, 53.937649
9.424024, 53.937527
9.424078, 53.937405
9.424146, 53.937283
9.424232, 53.937164
9.424338, 53.937050
9.424460, 53.936943
9.424601, 53.936848
9.424758, 53.936760
9.424928, 53.936680
9.425102, 53.936604
9.425279, 53.936531
9.425458, 53.936459
9.425637, 53.936390
9.425817, 53.936321
9.425995, 53.936253
9.426170, 53.936180
9.426346, 53.936111
9.426519, 53.936039
9.426694, 53.935963
9.426869, 53.935890
9.427043, 53.935818
9.427215, 53.935741
9.427384, 53.935661
9.427552, 53.935581
9.427714, 53.935493
9.427869, 53.935402
9.428016, 53.935303
9.428156, 53.935204
9.428290, 53.935097
9.428420, 53.934990
9.428541, 53.934883
9.428653, 53.934772
9.428753, 53.934658
9.428845, 53.934540
9.428926, 53.934422
9.428997, 53.934299
9.429060, 53.934177
9.429112, 53.934055
9.429157, 53.933929
9.429195, 53.933815
9.429223, 53.933720
9.429243, 53.933643
9.429259, 53.933590
9.429275, 53.933552
9.429285, 53.933525
9.429283, 53.933487
9.429266, 53.933434
9.429236, 53.933353
9.429204, 53.933258
9.429176, 53.933151
9.429153, 53.933037
9.429132, 53.932919
9.429111, 53.932800
9.429092, 53.932682
9.429082, 53.932560
9.429080, 53.932442
9.429088, 53.932320
9.429100, 53.932198
9.429118, 53.932072
9.429141, 53.931950
9.429166, 53.931820
9.429192, 53.931690
9.429214, 53.931557
9.429235, 53.931431
9.429258, 53.931301
9.429283, 53.931179
9.429309, 53.931065
9.429331, 53.930958
9.429352, 53.930866
9.429371, 53.930782
9.429384, 53.930710
9.429395, 53.930649
9.429403, 53.930599
9.429411, 53.930561
9.429416, 53.930531
9.429420, 53.930511
9.429422, 53.930504
9.429424, 53.930504
9.429424, 53.930504
9.429424, 53.930504
9.429424, 53.930504
9.429424, 53.930504
9.429424, 53.930504
9.429424, 53.930504
9.429441, 53.930492
9.429483, 53.930473
9.429553, 53.930458
9.429648, 53.930450
9.429769, 53.930458
9.429916, 53.930470
9.430089, 53.930489
9.430290, 53.930508
9.430516, 53.930531
9.430764, 53.930553
9.431033, 53.930573
9.431325, 53.930592
9.431642, 53.930607
9.431983, 53.930618
9.432346, 53.930626
9.432732, 53.930622
9.433133, 53.930614
9.433540, 53.930599
9.433949, 53.930580
9.434357, 53.930557
9.434763, 53.930531
9.435167, 53.930500
9.435573, 53.930470
9.435978, 53.930439
9.436382, 53.930408
9.436787, 53.930378
9.437191, 53.930347
9.437593, 53.930317
9.437997, 53.930283
9.438398, 53.930252
9.438798, 53.930218
9.439200, 53.930183
9.439601, 53.930149
9.440001, 53.930119
9.440404, 53.930084
9.440807, 53.930054
9.441212, 53.930023
9.441616, 53.929993
9.442021, 53.929962
9.442428, 53.929932
9.442834, 53.929897
9.443239, 53.929867
9.443645, 53.929832
9.444051, 53.929802
9.444457, 53.929768
9.444862, 53.929737
9.445268, 53.929707
9.445671, 53.929672
9.446073, 53.929638
9.446473, 53.929607
9.446874, 53.929569
9.447274, 53.929539
9.447675, 53.929504
9.448076, 53.929470
9.448480, 53.929436
9.448883, 53.929405
9.449288, 53.929371
9.449695, 53.929340
9.450099, 53.929306
9.450502, 53.929276
9.450902, 53.929245
9.451295, 53.929214
9.451682, 53.929184
9.452063, 53.929153
9.452437, 53.929123
9.452806, 53.929096
9.453168, 53.929066
9.453526, 53.929039
9.453883, 53.929008
9.454241, 53.928982
9.454597, 53.928951
9.454951, 53.928925
9.455306, 53.928898
9.455660, 53.928867
9.456013, 53.928837
9.456360, 53.928810
9.456699, 53.928783
9.457033, 53.928757
9.457362, 53.928730
9.457684, 53.928703
9.458000, 53.928677
9.458311, 53.928654
9.458620, 53.928627
9.458927, 53.928604
9.459228, 53.928581
9.459521, 53.928558
9.459806, 53.928535
9.460079, 53.928513
9.460338, 53.928490
9.460586, 53.928471
9.460822, 53.928452
9.461053, 53.928432
9.461280, 53.928417
9.461501, 53.928398
9.461719, 53.928387
9.461934, 53.928375
9.462151, 53.928368
9.462367, 53.928371
9.462584, 53.928379
9.462801, 53.928391
9.463019, 53.928406
9.463239, 53.928429
9.463459, 53.928455
9.463676, 53.928486
9.463888, 53.928520
9.464098, 53.928558
9.464308, 53.928600
9.464515, 53.928650
9.464721, 53.928699
9.464927, 53.928745
9.465133, 53.928795
9.465340, 53.928841
9.465549, 53.928890
9.465755, 53.928940
9.465960, 53.928993
9.466158, 53.929050
9.466351, 53.929115
9.466534, 53.929184
9.466703, 53.929264
9.466864, 53.929348
9.467010, 53.929440
9.467142, 53.929543
9.467270, 53.929646
9.467392, 53.929752
9.467505, 53.929859
9.467612, 53.929970
9.467716, 53.930077
9.467822, 53.930183
9.467932, 53.930290
9.468047, 53.930397
9.468173, 53.930496
9.468306, 53.930592
9.468451, 53.930683
9.468606, 53.930763
9.468761, 53.930836
9.468912, 53.930908
9.469057, 53.930973
9.469195, 53.931038
9.469330, 53.931099
9.469460, 53.931164
9.469588, 53.931221
9.469716, 53.931282
9.469846, 53.931343
9.469985, 53.931400
9.470134, 53.931454
9.470292, 53.931507
9.470452, 53.931557
9.470612, 53.931602
9.470771, 53.931648
9.470928, 53.931694
9.471087, 53.931740
9.471244, 53.931793
9.471401, 53.931847
9.471562, 53.931896
9.471726, 53.931942
9.471891, 53.931988
9.472057, 53.932034
9.472223, 53.932079
9.472388, 53.932121
9.472550, 53.932167
9.472709, 53.932213
9.472870, 53.932259
9.473035, 53.932297
9.473206, 53.932339
9.473378, 53.932381
9.473551, 53.932426
9.473723, 53.932476
9.473897, 53.932526
9.474072, 53.932575
9.474251, 53.932625
9.474432, 53.932674
9.474617, 53.932728
9.474801, 53.932777
9.474982, 53.932827
9.475160, 53.932877
9.475337, 53.932926
9.475515, 53.932976
9.475690, 53.933025
9.475860, 53.933075
9.476026, 53.933121
9.476189, 53.933167
9.476351, 53.933212
9.476516, 53.933254
9.476682, 53.933285
9.476852, 53.933308
9.477026, 53.933319
9.477195, 53.933311
9.477359, 53.933292
9.477521, 53.933270
9.477684, 53.933243
9.477848, 53.933220
9.478016, 53.933212
9.478186, 53.933220
9.478348, 53.933250
9.478494, 53.933296
9.478615, 53.933357
9.478720, 53.933426
9.478822, 53.933498
9.478932, 53.933567
9.479056, 53.933632
9.479198, 53.933681
9.479350, 53.933716
9.479515, 53.933727
9.479685, 53.933720
9.479860, 53.933697
9.480046, 53.933666
9.480241, 53.933636
9.480444, 53.933605
9.480653, 53.933571
9.480866, 53.933540
9.481082, 53.933506
9.481297, 53.933475
9.481510, 53.933441
9.481719, 53.933407
9.481922, 53.933380
9.482117, 53.933350
9.482308, 53.933319
9.482490, 53.933285
9.482670, 53.933258
9.482851, 53.933235
9.483027, 53.933216
9.483196, 53.933197
9.483355, 53.933182
9.483500, 53.933170
9.483623, 53.933159
9.483729, 53.933144
9.483829, 53.933125
9.483921, 53.933094
9.483992, 53.933056
9.484044, 53.933018
9.484093, 53.932995
9.484143, 53.932976
9.484193, 53.932968
9.484238, 53.932964
9.484283, 53.932964
9.484337, 53.932968
9.484403, 53.932980
9.484475, 53.932999
9.484556, 53.933022
9.484652, 53.933041
9.484760, 53.933041
9.484882, 53.933033
9.485019, 53.933014
9.485165, 53.932999
9.485311, 53.932983
9.485457, 53.932968
9.485608, 53.932957
9.485760, 53.932945
9.485910, 53.932934
9.486058, 53.932919
9.486202, 53.932903
9.486343, 53.932888
9.486481, 53.932873
9.486613, 53.932858
9.486736, 53.932842
9.486842, 53.932835
9.486929, 53.932823
9.486999, 53.932816
9.487049, 53.932808
9.487083, 53.932804
9.487109, 53.932804
9.487125, 53.932800
9.487133, 53.932800
9.487136, 53.932804
9.487136, 53.932804
9.487136, 53.932804
9.487136, 53.932804
9.487136, 53.932804
9.487136, 53.932804
9.487136, 53.932804
9.487151, 53.932800
9.487185, 53.932796
9.487242, 53.932789
9.487320, 53.932781
9.487415, 53.932770
9.487522, 53.932762
9.487638, 53.932751
9.487764, 53.932735
9.487906, 53.932720
9.488060, 53.932705
9.488225, 53.932686
9.488394, 53.932663
9.488568, 53.932644
9.488747, 53.932621
9.488929, 53.932594
9.489116, 53.932564
9.489307, 53.932537
9.489502, 53.932510
9.489697, 53.932487
9.489890, 53.932468
9.490081, 53.932449
9.490270, 53.932430
9.490457, 53.932411
9.490638, 53.932392
9.490813, 53.932373
9.490984, 53.932358
9.491153, 53.932343
9.491320, 53.932331
9.491487, 53.932320
9.491656, 53.932308
9.491831, 53.932293
9.492008, 53.932278
9.492188, 53.932266
9.492370, 53.932251
9.492554, 53.932236
9.492740, 53.932224
9.492928, 53.932213
9.493116, 53.932201
9.493306, 53.932190
9.493498, 53.932178
9.493685, 53.932171
9.493869, 53.932159
9.494053, 53.932152
9.494237, 53.932144
9.494420, 53.932137
9.494605, 53.932133
9.494790, 53.932129
9.494978, 53.932125
9.495168, 53.932117
9.495356, 53.932114
9.495541, 53.932106
9.495723, 53.932102
9.495899, 53.932098
9.496069, 53.932091
9.496226, 53.932087
9.496370, 53.932083
9.496500, 53.932079
9.496607, 53.932076
9.496689, 53.932072
9.496751, 53.932068
9.496801, 53.932068
9.496841, 53.932064
9.496875, 53.932060
9.496900, 53.932060
9.496915, 53.932060
9.496922, 53.932056
9.496926, 53.932056
9.496926, 53.932056
9.496926, 53.932056
9.496926, 53.932056
9.496926, 53.932056
9.496926, 53.932056
9.496926, 53.932056
9.496926, 53.932056
9.496926, 53.932056
9.496926, 53.932056
9.496939, 53.932056
9.496964, 53.932056
9.497006, 53.932053
9.497066, 53.932053
9.497145, 53.932053
9.497239, 53.932049
9.497343, 53.932045
9.497452, 53.932041
9.497566, 53.932037
9.497684, 53.932030
9.497805, 53.932022
9.497931, 53.932018
9.498059, 53.932011
9.498189, 53.932007
9.498319, 53.932003
9.498453, 53.931999
9.498592, 53.931992
9.498731, 53.931988
9.498868, 53.931984
9.499009, 53.931980
9.499156, 53.931980
9.499311, 53.931976
9.499475, 53.931973
9.499645, 53.931969
9.499823, 53.931961
9.500002, 53.931957
9.500182, 53.931953
9.500359, 53.931953
9.500533, 53.931946
9.500707, 53.931934
9.500883, 53.931923
9.501067, 53.931915
9.501256, 53.931911
9.501443, 53.931904
9.501625, 53.931900
9.501805, 53.931900
9.501970, 53.931900
9.502110, 53.931900
9.502225, 53.931896
9.502323, 53.931889
9.502413, 53.931885
9.502494, 53.931885
9.502565, 53.931881
9.502628, 53.931881
9.502687, 53.931877
9.502744, 53.931877
9.502808, 53.931877
9.502882, 53.931873
9.502962, 53.931873
9.503042, 53.931873
9.503119, 53.931873
9.503190, 53.931873
9.503250, 53.931873
9.503297, 53.931873
9.503334, 53.931873
9.503361, 53.931873
9.503375, 53.931873
9.503377, 53.931873
9.503377, 53.931873
9.503377, 53.931873
9.503377, 53.931873
9.503377, 53.931873
9.503377, 53.931873
9.503377, 53.931873
9.503377, 53.931873
9.503390, 53.931873
9.503417, 53.931873
9.503446, 53.931873
9.503474, 53.931873
9.503503, 53.931873
9.503530, 53.931873
9.503556, 53.931873
9.503581, 53.931873
9.503606, 53.931873
9.503628, 53.931873
9.503642, 53.931873
9.503650, 53.931873
9.503655, 53.931873
9.503657, 53.931873
9.503657, 53.931873
9.503657, 53.931873
9.503657, 53.931873
9.503677, 53.931873
9.503712, 53.931873
9.503755, 53.931873
9.503800, 53.931873
9.503844, 53.931870
9.503881, 53.931870
9.503913, 53.931870
9.503945, 53.931866
9.503983, 53.931866
9.504029, 53.931866
9.504082, 53.931866
9.504134, 53.931862
9.504182, 53.931862
9.504223, 53.931862
9.504255, 53.931862
9.504286, 53.931862
9.504318, 53.931862
9.504350, 53.931862
9.504378, 53.931862
9.504401, 53.931862
9.504411, 53.931862
9.504411, 53.931862
9.504411, 53.931862
9.504420, 53.931862
9.504443, 53.931858
9.504472, 53.931858
9.504507, 53.931858
9.504556, 53.931854
9.504605, 53.931850
9.504652, 53.931847
9.504695, 53.931843
9.504731, 53.931839
9.504765, 53.931831
9.504803, 53.931824
9.504855, 53.931808
9.504924, 53.931778
9.505005, 53.931751
9.505104, 53.931736
9.505214, 53.931728
9.505329, 53.931725
9.505445, 53.931709
9.505561, 53.931683
9.505678, 53.931648
9.505803, 53.931614
9.505935, 53.931576
9.506072, 53.931530
9.506214, 53.931484
9.506360, 53.931438
9.506507, 53.931385
9.506652, 53.931324
9.506793, 53.931255
9.506925, 53.931183
9.507051, 53.931110
9.507175, 53.931034
9.507297, 53.930958
9.507415, 53.930882
9.507530, 53.930805
9.507648, 53.930729
9.507762, 53.930656
9.507870, 53.930584
9.507971, 53.930515
9.508066, 53.930447
9.508157, 53.930386
9.508239, 53.930328
9.508308, 53.930279
9.508368, 53.930237
9.508423, 53.930199
9.508473, 53.930164
9.508521, 53.930134
9.508563, 53.930103
9.508595, 53.930077
9.508617, 53.930054
9.508634, 53.930038
9.508643, 53.930027
9.508649, 53.930027
9.508649, 53.930027
9.508649, 53.930027
9.508649, 53.930027
9.508649, 53.930027
9.508649, 53.930027
9.508649, 53.930027
9.508649, 53.930027
9.508649, 53.930027
9.508649, 53.930027
9.508662, 53.930016
9.508679, 53.930004
9.508700, 53.929989
9.508732, 53.929966
9.508770, 53.929939
9.508809, 53.929909
9.508852, 53.929878
9.508908, 53.929836
9.508985, 53.929787
9.509077, 53.929729
9.509178, 53.929661
9.509280, 53.929592
9.509388, 53.929516
9.509503, 53.929436
9.509625, 53.929356
9.509748, 53.929272
9.509870, 53.929192
9.509990, 53.929115
9.510106, 53.929039
9.510221, 53.928967
9.510335, 53.928894
9.510450, 53.928822
9.510567, 53.928753
9.510682, 53.928680
9.510792, 53.928608
9.510900, 53.928535
9.511007, 53.928463
9.511114, 53.928387
9.511228, 53.928310
9.511344, 53.928230
9.511458, 53.928154
9.511571, 53.928078
9.511683, 53.928001
9.511792, 53.927929
9.511894, 53.927856
9.511989, 53.927784
9.512077, 53.927708
9.512150, 53.927639
9.512202, 53.927578
9.512238, 53.927536
9.512267, 53.927509
9.512281, 53.927490
9.512292, 53.927479
9.512296, 53.927471
9.512296, 53.927471
9.512296, 53.927471
9.512296, 53.927471
9.512296, 53.927471
9.512296, 53.927471
9.512296, 53.927471
9.512296, 53.927471
9.512296, 53.927471
9.512296, 53.927471
9.512302, 53.927464
9.512310, 53.927460
9.512316, 53.927456
9.512321, 53.927456
9.512321, 53.927456
9.512321, 53.927456
9.512321, 53.927456
9.512321, 53.927456
9.512324, 53.927448
9.512328, 53.927441
9.512337, 53.927425
9.512352, 53.927399
9.512375, 53.927364
9.512402, 53.927315
9.512430, 53.927261
9.512460, 53.927204
9.512487, 53.927139
9.512515, 53.927078
9.512544, 53.927017
9.512579, 53.926956
9.512610, 53.926895
9.512626, 53.926834
9.512614, 53.926769
9.512574, 53.926708
9.512504, 53.926651
9.512406, 53.926598
9.512291, 53.926540
9.512168, 53.926487
9.512045, 53.926430
9.511925, 53.926376
9.511810, 53.926311
9.511700, 53.926243
9.511597, 53.926174
9.511507, 53.926098
9.511433, 53.926014
9.511372, 53.925922
9.511332, 53.925827
9.511299, 53.925728
9.511271, 53.925629
9.511243, 53.925526
9.511215, 53.925426
9.511189, 53.925327
9.511162, 53.925232
9.511137, 53.925137
9.511110, 53.925041
9.511086, 53.924950
9.511062, 53.924858
9.511036, 53.924767
9.511011, 53.924675
9.510990, 53.924576
9.510972, 53.924477
9.510961, 53.924377
9.510958, 53.924282
9.510958, 53.924187
9.510969, 53.924091
9.510998, 53.923996
9.511043, 53.923904
9.511095, 53.923809
9.511158, 53.923717
9.511231, 53.923622
9.511305, 53.923523
9.511382, 53.923424
9.511461, 53.923325
9.511539, 53.923218
9.511619, 53.923115
9.511698, 53.923008
9.511776, 53.922897
9.511858, 53.922787
9.511942, 53.922676
9.512031, 53.922562
9.512121, 53.922447
9.512213, 53.922329
9.512304, 53.922215
9.512399, 53.922092
9.512492, 53.921974
9.512586, 53.921856
9.512675, 53.921738
9.512759, 53.921619
9.512832, 53.921501
9.512884, 53.921383
9.512918, 53.921265
9.512939, 53.921150
9.512957, 53.921047
9.512969, 53.920956
9.512977, 53.920879
9.512979, 53.920818
9.512980, 53.920780
9.512977, 53.920757
9.512970, 53.920742
9.512966, 53.920731
