sLongitude, sLatitude
9.512965, 53.920731
9.512965, 53.920731
9.512965, 53.920731
9.512965, 53.920731
9.512965, 53.920731
9.512965, 53.920731
9.512965, 53.920731
9.512965, 53.920731
9.512965, 53.920731
9.512955, 53.920715
9.512931, 53.920689
9.512890, 53.920654
9.512830, 53.920620
9.512755, 53.920586
9.512663, 53.920567
9.512555, 53.920555
9.512436, 53.920551
9.512312, 53.920544
9.512185, 53.920536
9.512056, 53.920528
9.511925, 53.920521
9.511788, 53.920517
9.511648, 53.920513
9.511518, 53.920513
9.511384, 53.920509
9.511239, 53.920502
9.511100, 53.920502
9.510973, 53.920506
9.510862, 53.920509
9.510772, 53.920509
9.510689, 53.920509
9.510611, 53.920517
9.510541, 53.920525
9.510476, 53.920536
9.510422, 53.920544
9.510372, 53.920551
9.510331, 53.920559
9.510297, 53.920559
9.510271, 53.920559
9.510249, 53.920559
9.510228, 53.920559
9.510198, 53.920567
9.510157, 53.920574
9.510115, 53.920586
9.510073, 53.920601
9.510029, 53.920612
9.509981, 53.920631
9.509933, 53.920647
9.509892, 53.920662
9.509855, 53.920677
9.509824, 53.920700
9.509805, 53.920738
9.509800, 53.920780
9.509793, 53.920830
9.509764, 53.920876
9.509702, 53.920918
9.509616, 53.920944
9.509518, 53.920952
9.509422, 53.920959
9.509336, 53.920982
9.509261, 53.921028
9.509193, 53.921089
9.509125, 53.921169
9.509055, 53.921261
9.508986, 53.921356
9.508916, 53.921452
9.508848, 53.921543
9.508786, 53.921631
9.508727, 53.921719
9.508668, 53.921799
9.508612, 53.921875
9.508559, 53.921947
9.508511, 53.922012
9.508467, 53.922070
9.508430, 53.922123
9.508402, 53.922165
9.508380, 53.922199
9.508361, 53.922222
9.508344, 53.922245
9.508331, 53.922260
9.508322, 53.922276
9.508314, 53.922283
9.508309, 53.922287
9.508309, 53.922287
9.508303, 53.922295
9.508292, 53.922306
9.508275, 53.922333
9.508250, 53.922363
9.508224, 53.922401
9.508197, 53.922440
9.508170, 53.922482
9.508139, 53.922531
9.508102, 53.922585
9.508067, 53.922646
9.508033, 53.922703
9.508001, 53.922764
9.507973, 53.922825
9.507947, 53.922890
9.507922, 53.922962
9.507900, 53.923035
9.507884, 53.923111
9.507874, 53.923187
9.507871, 53.923267
9.507864, 53.923344
9.507851, 53.923424
9.507846, 53.923508
9.507857, 53.923595
9.507879, 53.923683
9.507906, 53.923771
9.507934, 53.923862
9.507965, 53.923958
9.507997, 53.924049
9.508026, 53.924149
9.508058, 53.924244
9.508087, 53.924343
9.508116, 53.924446
9.508145, 53.924549
9.508177, 53.924652
9.508206, 53.924755
9.508235, 53.924862
9.508256, 53.924961
9.508261, 53.925060
9.508245, 53.925156
9.508215, 53.925243
9.508172, 53.925331
9.508115, 53.925407
9.508055, 53.925468
9.508001, 53.925514
9.507957, 53.925549
9.507921, 53.925568
9.507898, 53.925583
9.507882, 53.925594
9.507869, 53.925602
9.507854, 53.925613
9.507840, 53.925625
9.507824, 53.925640
9.507806, 53.925652
9.507781, 53.925674
9.507748, 53.925709
9.507720, 53.925751
9.507706, 53.925793
9.507697, 53.925831
9.507674, 53.925877
9.507625, 53.925919
9.507554, 53.925953
9.507478, 53.925991
9.507404, 53.926037
9.507343, 53.926090
9.507294, 53.926144
9.507251, 53.926193
9.507209, 53.926250
9.507167, 53.926304
9.507128, 53.926353
9.507092, 53.926399
9.507055, 53.926445
9.507015, 53.926491
9.506972, 53.926544
9.506929, 53.926594
9.506888, 53.926647
9.506846, 53.926697
9.506806, 53.926750
9.506770, 53.926804
9.506738, 53.926861
9.506705, 53.926918
9.506675, 53.926971
9.506646, 53.927029
9.506623, 53.927086
9.506615, 53.927143
9.506628, 53.927197
9.506661, 53.927254
9.506711, 53.927315
9.506777, 53.927368
9.506853, 53.927418
9.506943, 53.927464
9.507047, 53.927502
9.507160, 53.927540
9.507277, 53.927582
9.507397, 53.927628
9.507514, 53.927673
9.507627, 53.927727
9.507742, 53.927780
9.507856, 53.927841
9.507965, 53.927898
9.508063, 53.927952
9.508153, 53.928001
9.508230, 53.928043
9.508296, 53.928082
9.508354, 53.928112
9.508403, 53.928143
9.508445, 53.928165
9.508478, 53.928185
9.508510, 53.928200
9.508533, 53.928215
9.508550, 53.928223
9.508557, 53.928226
9.508560, 53.928226
9.508560, 53.928226
9.508560, 53.928226
9.508560, 53.928226
9.508560, 53.928226
9.508560, 53.928226
9.508560, 53.928226
9.508560, 53.928226
9.508560, 53.928226
9.508560, 53.928226
9.508560, 53.928226
9.508560, 53.928226
9.508560, 53.928226
9.508560, 53.928226
9.508560, 53.928226
9.508560, 53.928226
9.508560, 53.928226
9.508560, 53.928226
9.508560, 53.928226
9.508560, 53.928226
9.508560, 53.928226
9.508565, 53.928230
9.508576, 53.928234
9.508591, 53.928242
9.508608, 53.928249
9.508628, 53.928257
9.508649, 53.928268
9.508676, 53.928288
9.508710, 53.928310
9.508743, 53.928333
9.508772, 53.928349
9.508792, 53.928364
9.508804, 53.928375
9.508808, 53.928379
9.508808, 53.928379
9.508808, 53.928379
9.508808, 53.928379
9.508808, 53.928379
9.508808, 53.928379
9.508808, 53.928379
9.508808, 53.928379
9.508808, 53.928379
9.508808, 53.928379
9.508808, 53.928379
9.508808, 53.928379
9.508808, 53.928379
9.508808, 53.928379
9.508808, 53.928379
9.508808, 53.928379
9.508817, 53.928391
9.508830, 53.928402
9.508845, 53.928413
9.508860, 53.928425
9.508871, 53.928432
9.508878, 53.928440
9.508883, 53.928444
9.508883, 53.928444
9.508883, 53.928444
9.508883, 53.928444
9.508883, 53.928444
9.508883, 53.928444
9.508883, 53.928444
9.508912, 53.928463
9.508953, 53.928490
9.508991, 53.928516
9.509024, 53.928543
9.509054, 53.928570
9.509082, 53.928593
9.509106, 53.928616
9.509126, 53.928635
9.509142, 53.928650
9.509152, 53.928661
9.509158, 53.928669
9.509159, 53.928673
9.509159, 53.928673
9.509159, 53.928673
9.509159, 53.928673
9.509159, 53.928673
9.509159, 53.928673
9.509159, 53.928673
9.509159, 53.928673
9.509159, 53.928673
9.509159, 53.928673
9.509159, 53.928673
9.509159, 53.928673
9.509159, 53.928673
9.509159, 53.928673
9.509159, 53.928673
9.509159, 53.928673
9.509159, 53.928673
9.509166, 53.928677
9.509174, 53.928688
9.509189, 53.928696
9.509203, 53.928711
9.509220, 53.928730
9.509238, 53.928745
9.509254, 53.928764
9.509265, 53.928783
9.509275, 53.928802
9.509288, 53.928818
9.509303, 53.928829
9.509315, 53.928841
9.509322, 53.928848
9.509326, 53.928852
9.509326, 53.928852
9.509326, 53.928852
9.509333, 53.928856
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509339, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509348, 53.928860
9.509358, 53.928871
9.509377, 53.928894
9.509406, 53.928921
9.509441, 53.928955
9.509474, 53.928986
9.509501, 53.929012
9.509523, 53.929035
9.509542, 53.929054
9.509558, 53.929066
9.509568, 53.929077
9.509572, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509571, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509572, 53.929085
9.509574, 53.929092
9.509586, 53.929104
9.509609, 53.929127
9.509645, 53.929157
9.509684, 53.929188
9.509722, 53.929218
9.509757, 53.929253
9.509784, 53.929298
9.509785, 53.929340
9.509763, 53.929386
9.509717, 53.929428
9.509656, 53.929466
9.509589, 53.929508
9.509522, 53.929550
9.509455, 53.929596
9.509386, 53.929638
9.509317, 53.929684
9.509250, 53.929729
9.509183, 53.929771
9.509121, 53.929810
9.509068, 53.929844
9.509021, 53.929874
9.508976, 53.929905
9.508922, 53.929939
9.508865, 53.929977
9.508813, 53.930008
9.508767, 53.930035
9.508727, 53.930058
9.508694, 53.930080
9.508663, 53.930099
9.508636, 53.930119
9.508610, 53.930134
9.508585, 53.930153
9.508559, 53.930168
9.508537, 53.930180
9.508524, 53.930187
9.508515, 53.930191
9.508512, 53.930195
9.508512, 53.930195
9.508512, 53.930195
9.508512, 53.930195
9.508512, 53.930195
9.508492, 53.930206
9.508468, 53.930218
9.508449, 53.930229
9.508431, 53.930241
9.508416, 53.930252
9.508406, 53.930260
9.508399, 53.930267
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508397, 53.930271
9.508400, 53.930271
9.508400, 53.930271
9.508400, 53.930271
9.508400, 53.930271
9.508400, 53.930271
9.508400, 53.930271
9.508400, 53.930271
9.508400, 53.930271
9.508400, 53.930271
9.508400, 53.930271
9.508400, 53.930271
9.508400, 53.930271
9.508400, 53.930271
9.508400, 53.930271
9.508400, 53.930271
9.508400, 53.930271
9.508400, 53.930271
9.508400, 53.930271
9.508400, 53.930271
9.508385, 53.930283
9.508359, 53.930302
9.508329, 53.930321
9.508299, 53.930340
9.508264, 53.930363
9.508224, 53.930393
9.508183, 53.930420
9.508142, 53.930447
9.508106, 53.930470
9.508069, 53.930496
9.508026, 53.930523
9.507977, 53.930557
9.507919, 53.930595
9.507857, 53.930637
9.507792, 53.930679
9.507724, 53.930725
9.507652, 53.930771
9.507578, 53.930820
9.507504, 53.930870
9.507433, 53.930912
9.507365, 53.930958
9.507301, 53.931000
9.507243, 53.931038
9.507187, 53.931076
9.507134, 53.931110
9.507086, 53.931141
9.507041, 53.931168
9.507001, 53.931194
9.506965, 53.931217
9.506935, 53.931236
9.506913, 53.931248
9.506890, 53.931259
9.506866, 53.931274
9.506839, 53.931286
9.506807, 53.931301
9.506777, 53.931316
9.506746, 53.931332
9.506715, 53.931343
9.506685, 53.931358
9.506665, 53.931366
9.506658, 53.931370
9.506656, 53.931370
9.506656, 53.931370
9.506656, 53.931370
9.506656, 53.931370
9.506656, 53.931370
9.506634, 53.931381
9.506594, 53.931396
9.506546, 53.931412
9.506496, 53.931431
9.506449, 53.931446
9.506404, 53.931461
9.506362, 53.931473
9.506321, 53.931484
9.506282, 53.931496
9.506243, 53.931507
9.506203, 53.931519
9.506159, 53.931530
9.506110, 53.931545
9.506062, 53.931561
9.506015, 53.931572
9.505969, 53.931587
9.505929, 53.931599
9.505890, 53.931610
9.505844, 53.931625
9.505795, 53.931637
9.505748, 53.931652
9.505707, 53.931667
9.505672, 53.931679
9.505643, 53.931690
9.505612, 53.931705
9.505575, 53.931721
9.505538, 53.931732
9.505512, 53.931744
9.505494, 53.931751
9.505472, 53.931759
9.505440, 53.931778
9.505399, 53.931805
9.505354, 53.931835
9.505295, 53.931866
9.505225, 53.931892
9.505160, 53.931915
9.505103, 53.931938
9.505048, 53.931976
9.504991, 53.932026
9.504926, 53.932083
9.504856, 53.932144
9.504786, 53.932209
9.504714, 53.932270
9.504644, 53.932335
9.504573, 53.932400
9.504504, 53.932461
9.504438, 53.932518
9.504375, 53.932575
9.504315, 53.932629
9.504259, 53.932682
9.504207, 53.932728
9.504168, 53.932762
9.504135, 53.932793
9.504105, 53.932816
9.504079, 53.932835
9.504059, 53.932850
9.504048, 53.932861
9.504041, 53.932869
9.504034, 53.932873
9.504032, 53.932873
9.504032, 53.932873
9.504032, 53.932873
9.504024, 53.932880
9.504007, 53.932892
9.503987, 53.932907
9.503959, 53.932934
9.503922, 53.932964
9.503879, 53.933006
9.503829, 53.933052
9.503778, 53.933094
9.503729, 53.933140
9.503676, 53.933186
9.503619, 53.933239
9.503555, 53.933296
9.503485, 53.933361
9.503412, 53.933426
9.503338, 53.933491
9.503263, 53.933559
9.503187, 53.933628
9.503111, 53.933701
9.503037, 53.933769
9.502961, 53.933838
9.502882, 53.933910
9.502801, 53.933983
9.502723, 53.934052
9.502647, 53.934120
9.502577, 53.934181
9.502510, 53.934242
9.502449, 53.934296
9.502394, 53.934349
9.502343, 53.934399
9.502301, 53.934448
9.502265, 53.934494
9.502230, 53.934544
9.502193, 53.934597
9.502159, 53.934643
9.502130, 53.934681
9.502101, 53.934723
9.502073, 53.934761
9.502042, 53.934803
9.502001, 53.934856
9.501952, 53.934914
9.501900, 53.934982
9.501840, 53.935051
9.501774, 53.935135
9.501699, 53.935223
9.501622, 53.935314
9.501544, 53.935406
9.501461, 53.935497
9.501376, 53.935585
9.501284, 53.935669
9.501185, 53.935760
9.501086, 53.935848
9.500985, 53.935936
9.500883, 53.936024
9.500778, 53.936111
9.500670, 53.936195
9.500558, 53.936275
9.500443, 53.936356
9.500328, 53.936436
9.500213, 53.936512
9.500096, 53.936584
9.499978, 53.936661
9.499859, 53.936737
9.499741, 53.936817
9.499619, 53.936893
9.499497, 53.936970
9.499372, 53.937046
9.499249, 53.937126
9.499127, 53.937206
9.499010, 53.937286
9.498898, 53.937374
9.498792, 53.937462
9.498694, 53.937553
9.498605, 53.937645
9.498521, 53.937740
9.498444, 53.937836
9.498370, 53.937931
9.498303, 53.938026
9.498245, 53.938122
9.498189, 53.938221
9.498138, 53.938316
9.498086, 53.938416
9.498034, 53.938511
9.497979, 53.938606
9.497926, 53.938702
9.497869, 53.938801
9.497816, 53.938900
9.497765, 53.938999
9.497716, 53.939095
9.497673, 53.939190
9.497634, 53.939274
9.497603, 53.939350
9.497575, 53.939419
9.497551, 53.939480
9.497529, 53.939537
9.497510, 53.939587
9.497493, 53.939632
9.497476, 53.939674
9.497460, 53.939709
9.497451, 53.939743
9.497440, 53.939770
9.497434, 53.939796
9.497428, 53.939812
9.497425, 53.939819
9.497426, 53.939823
9.497426, 53.939823
9.497426, 53.939823
9.497426, 53.939823
9.497422, 53.939838
9.497416, 53.939857
9.497405, 53.939884
9.497392, 53.939919
9.497376, 53.939957
9.497360, 53.939999
9.497345, 53.940037
9.497330, 53.940071
9.497313, 53.940113
9.497294, 53.940163
9.497276, 53.940212
9.497261, 53.940258
9.497248, 53.940308
9.497234, 53.940361
9.497219, 53.940414
9.497206, 53.940464
9.497199, 53.940506
9.497191, 53.940552
9.497183, 53.940620
9.497173, 53.940708
9.497161, 53.940823
9.497143, 53.940948
9.497121, 53.941082
9.497104, 53.941212
9.497094, 53.941345
9.497092, 53.941479
9.497092, 53.941608
9.497091, 53.941742
9.497089, 53.941872
9.497085, 53.941998
9.497081, 53.942127
9.497076, 53.942253
9.497068, 53.942383
9.497046, 53.942509
9.497005, 53.942638
9.496946, 53.942764
9.496875, 53.942890
9.496791, 53.943016
9.496697, 53.943138
9.496601, 53.943260
9.496505, 53.943382
9.496412, 53.943501
9.496317, 53.943619
9.496222, 53.943737
9.496127, 53.943855
9.496035, 53.943966
9.495940, 53.944084
9.495846, 53.944199
9.495753, 53.944313
9.495661, 53.944431
9.495569, 53.944546
9.495476, 53.944660
9.495382, 53.944775
9.495290, 53.944889
9.495199, 53.945000
9.495107, 53.945114
9.495014, 53.945229
9.494925, 53.945343
9.494841, 53.945457
9.494763, 53.945572
9.494694, 53.945690
9.494628, 53.945808
9.494567, 53.945927
9.494511, 53.946045
9.494460, 53.946167
9.494418, 53.946285
9.494382, 53.946404
9.494350, 53.946518
9.494329, 53.946632
9.494311, 53.946743
9.494297, 53.946857
9.494288, 53.946972
9.494289, 53.947090
9.494296, 53.947205
9.494306, 53.947319
9.494314, 53.947433
9.494322, 53.947548
9.494330, 53.947659
9.494339, 53.947773
9.494348, 53.947887
9.494356, 53.948006
9.494365, 53.948120
9.494378, 53.948238
9.494391, 53.948353
9.494400, 53.948467
9.494407, 53.948582
9.494414, 53.948692
9.494418, 53.948799
9.494422, 53.948906
9.494425, 53.949009
9.494430, 53.949112
9.494433, 53.949211
9.494436, 53.949310
9.494442, 53.949406
9.494447, 53.949501
9.494458, 53.949589
9.494481, 53.949673
9.494507, 53.949745
9.494523, 53.949810
9.494530, 53.949863
9.494534, 53.949902
9.494537, 53.949932
9.494539, 53.949951
9.494540, 53.949959
9.494539, 53.949963
9.494539, 53.949963
9.494539, 53.949963
9.494539, 53.949963
9.494539, 53.949963
9.494539, 53.949963
9.494539, 53.949963
9.494539, 53.949963
9.494539, 53.949963
9.494539, 53.949963
9.494538, 53.949978
9.494538, 53.950005
9.494535, 53.950043
9.494536, 53.950089
9.494537, 53.950134
9.494541, 53.950191
9.494548, 53.950249
9.494555, 53.950314
9.494562, 53.950382
9.494564, 53.950455
9.494563, 53.950531
9.494561, 53.950607
9.494557, 53.950687
9.494550, 53.950760
9.494534, 53.950840
9.494512, 53.950916
9.494500, 53.950996
9.494496, 53.951080
9.494494, 53.951168
9.494489, 53.951260
9.494481, 53.951355
9.494473, 53.951454
9.494455, 53.951557
9.494434, 53.951672
9.494411, 53.951794
9.494387, 53.951920
9.494366, 53.952049
9.494343, 53.952179
9.494321, 53.952316
9.494299, 53.952457
9.494277, 53.952602
9.494254, 53.952747
9.494232, 53.952892
9.494210, 53.953041
9.494187, 53.953194
9.494164, 53.953350
9.494139, 53.953503
9.494111, 53.953659
9.494078, 53.953812
9.494032, 53.953964
9.493976, 53.954117
9.493909, 53.954266
9.493838, 53.954411
9.493770, 53.954548
9.493703, 53.954674
9.493643, 53.954788
9.493591, 53.954887
9.493546, 53.954975
9.493509, 53.955048
9.493484, 53.955105
9.493464, 53.955154
9.493449, 53.955193
9.493438, 53.955219
9.493429, 53.955231
9.493426, 53.955235
9.493426, 53.955235
9.493426, 53.955235
9.493426, 53.955235
9.493426, 53.955235
9.493426, 53.955235
9.493426, 53.955235
9.493426, 53.955235
9.493426, 53.955235
9.493426, 53.955235
9.493424, 53.955242
9.493418, 53.955257
9.493400, 53.955288
9.493374, 53.955334
9.493340, 53.955399
9.493296, 53.955482
9.493239, 53.955585
9.493174, 53.955704
9.493103, 53.955826
9.493038, 53.955952
9.492987, 53.956078
9.492948, 53.956200
9.492914, 53.956322
9.492888, 53.956425
9.492872, 53.956520
9.492858, 53.956596
9.492847, 53.956657
9.492841, 53.956703
9.492834, 53.956741
9.492829, 53.956764
9.492828, 53.956783
9.492829, 53.956799
9.492822, 53.956818
9.492791, 53.956841
9.492730, 53.956867
9.492641, 53.956879
9.492527, 53.956882
9.492394, 53.956879
9.492248, 53.956879
9.492084, 53.956886
9.491904, 53.956894
9.491713, 53.956905
9.491511, 53.956913
9.491302, 53.956921
9.491090, 53.956928
9.490876, 53.956932
9.490669, 53.956940
9.490469, 53.956944
9.490272, 53.956947
9.490074, 53.956955
9.489876, 53.956963
9.489675, 53.956970
9.489470, 53.956982
9.489259, 53.956989
9.489045, 53.957001
9.488830, 53.957008
9.488614, 53.957012
9.488400, 53.957020
9.488189, 53.957027
9.487977, 53.957035
9.487767, 53.957043
9.487567, 53.957047
9.487378, 53.957050
9.487202, 53.957047
9.487049, 53.957039
9.486920, 53.957031
9.486812, 53.957035
9.486721, 53.957054
9.486649, 53.957092
9.486595, 53.957146
9.486560, 53.957207
9.486528, 53.957283
9.486501, 53.957371
9.486485, 53.957466
9.486485, 53.957561
9.486508, 53.957657
9.486560, 53.957745
9.486640, 53.957829
9.486734, 53.957901
9.486817, 53.957970
9.486894, 53.958027
9.486958, 53.958080
9.486990, 53.958130
9.486984, 53.958168
9.486954, 53.958195
9.486911, 53.958214
9.486849, 53.958237
9.486766, 53.958263
9.486675, 53.958298
9.486585, 53.958328
9.486491, 53.958363
9.486398, 53.958393
9.486307, 53.958427
9.486220, 53.958458
9.486136, 53.958488
9.486055, 53.958511
9.485979, 53.958515
9.485914, 53.958504
9.485869, 53.958481
9.485828, 53.958458
9.485772, 53.958447
9.485706, 53.958447
9.485646, 53.958454
9.485594, 53.958466
9.485565, 53.958485
9.485569, 53.958508
9.485582, 53.958523
9.485596, 53.958530
9.485602, 53.958534
9.485612, 53.958542
9.485612, 53.958542
9.485612, 53.958542
9.485612, 53.958542
9.485612, 53.958542
9.485612, 53.958542
9.485612, 53.958542
9.485612, 53.958542
9.485612, 53.958542
9.485612, 53.958542
9.485612, 53.958542
9.485612, 53.958542
9.485612, 53.958542
